2025-12-28 16:22:39,083 - INFO - Generated 319 seeds from boofuzz
2025-12-28 16:26:16,759 - WARNING - [316] CRASH: USER | Payload: b'USER \xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3'... | Error: 
2025-12-28 16:26:18,267 - WARNING - [329] CRASH: DELE | Payload: b'DELE file.txt-1\r\n'... | Error: [Errno 32] Broken pipe
2025-12-28 16:26:19,783 - WARNING - [332] CRASH: NLST | Payload: b'NLST {{\r\n'... | Error: 
2025-12-28 16:26:21,299 - WARNING - [334] CRASH: CWD | Payload: b'CWD \xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\r\n'... | Error: 
2025-12-28 16:26:22,815 - WARNING - [335] CRASH: STOR | Payload: b'STOR test\\\r\n'... | Error: 
2025-12-28 16:26:24,332 - WARNING - [338] CRASH: USER | Payload: b"USER admin' UNION SELECT'\\\r\n"... | Error: 
2025-12-28 16:26:25,847 - WARNING - [339] CRASH: PASS | Payload: b'PASS "\r\n'... | Error: 
2025-12-28 16:26:27,364 - WARNING - [340] CRASH: STOR | Payload: b"STOR ..\\'\r\n"... | Error: 
2025-12-28 16:26:28,881 - WARNING - [344] CRASH: NLST | Payload: b"NLST '; DROP TABLE users; --\r\n"... | Error: 
2025-12-28 16:26:30,398 - WARNING - [345] CRASH: RETR | Payload: b'RETR .%2e/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'... | Error: 
2025-12-28 16:26:31,918 - WARNING - [346] CRASH: CWD | Payload: b'CWD /etc/passwd\r\n'... | Error: 
2025-12-28 16:26:33,436 - WARNING - [347] CRASH: RETR | Payload: b'RETR \\\\server\\share\r\n'... | Error: 
2025-12-28 16:26:34,955 - WARNING - [349] CRASH: RETR | Payload: b'RETR /tmp/file\\\r\n'... | Error: 
2025-12-28 16:26:36,473 - WARNING - [350] CRASH: CWD | Payload: b'CWD AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'... | Error: 
2025-12-28 16:26:37,995 - WARNING - [359] CRASH: PASS | Payload: b"PASS ' UNION SELECT\r\n"... | Error: 
2025-12-28 16:26:39,513 - WARNING - [360] CRASH: PASS | Payload: b'PASS 65535..\\\r\n'... | Error: 
2025-12-28 16:26:41,036 - WARNING - [362] CRASH: RETR | Payload: b'RETR \xef\xbf\xbf\r\n'... | Error: 
2025-12-28 16:26:42,557 - WARNING - [363] CRASH: RETR | Payload: b'RETR {{"}}\r\n'... | Error: 
2025-12-28 16:26:44,064 - WARNING - [366] CRASH: PASS | Payload: b'PASS 3w,Jls]^<#\r\n'... | Error: [Errno 32] Broken pipe
2025-12-28 16:26:45,569 - WARNING - [369] CRASH: RETR | Payload: b"RETR ' UNION SELECT| cat /etc/passwd\r\n"... | Error: [Errno 32] Broken pipe
2025-12-28 16:26:47,088 - WARNING - [371] CRASH: RMD | Payload: b'RMD \xc3\x80\xc2\xae\r\n'... | Error: 
2025-12-28 16:26:48,605 - WARNING - [372] CRASH: RETR | Payload: b'RETR >\r\n'... | Error: 
2025-12-28 16:26:50,123 - WARNING - [373] CRASH: CWD | Payload: b'CWD test\\"\\\r\n'... | Error: 
2025-12-28 16:26:51,644 - WARNING - [374] CRASH: CWD | Payload: b"CWD \\\\\\\\\\\\' OR '1'='1\r\n"... | Error: 
2025-12-28 16:26:59,179 - WARNING - [409] CRASH: RMD | Payload: b'RMD com1\r\n'... | Error: 
2025-12-28 16:27:00,700 - WARNING - [410] CRASH: RETR | Payload: b'RETR /home\r\n'... | Error: 
2025-12-28 16:27:02,219 - WARNING - [411] CRASH: STOR | Payload: b"STOR ${file}'\r\n"... | Error: 
2025-12-28 16:27:03,739 - WARNING - [412] CRASH: STOR | Payload: b'STOR ..\\..\\..\\windows\\system32\\config\\sam\r\n'... | Error: 
2025-12-28 16:27:05,259 - WARNING - [413] CRASH: NLST | Payload: b'NLST /\r\n'... | Error: 
2025-12-28 16:27:06,777 - WARNING - [414] CRASH: STOR | Payload: b"STOR ' UNION SELECT\r\n"... | Error: 
2025-12-28 16:27:08,296 - WARNING - [415] CRASH: RMD | Payload: b'RMD C:\\Windows\\System32\r\n'... | Error: 
2025-12-28 16:27:09,816 - WARNING - [416] CRASH: MKD | Payload: b'MKD \t\r\n'... | Error: 
2025-12-28 16:27:14,342 - WARNING - [440] CRASH: MKD | Payload: b'MKD NUL\r\n'... | Error: 
2025-12-28 16:27:15,862 - WARNING - [444] CRASH: PASS | Payload: b'PASS {{users.xml}}\r\n'... | Error: 
2025-12-28 16:27:17,381 - WARNING - [445] CRASH: CWD | Payload: b'CWD /home\r\n'... | Error: 
